IP:PORT, LOSS, DELAY
188.114.98.53:891,50.00%,575 ms
188.114.99.190:3854,50.00%,575 ms
188.114.99.139:3854,50.00%,575 ms
188.114.99.222:891,50.00%,576 ms
188.114.99.2:3854,50.00%,576 ms
188.114.99.149:891,50.00%,576 ms
188.114.99.190:891,50.00%,576 ms
188.114.99.222:3854,50.00%,577 ms
188.114.96.248:891,50.00%,577 ms
188.114.99.244:891,50.00%,577 ms
188.114.98.43:891,50.00%,577 ms
188.114.99.149:3854,50.00%,577 ms
188.114.96.248:3854,50.00%,577 ms
188.114.98.43:3854,50.00%,577 ms
162.159.195.10:3854,50.00%,577 ms
188.114.98.53:3854,50.00%,578 ms
188.114.99.119:3854,50.00%,578 ms
188.114.99.172:891,50.00%,579 ms
188.114.99.143:3854,50.00%,583 ms
188.114.99.143:891,50.00%,585 ms
162.159.193.71:891,100.00%,1000 ms
162.159.193.2:3854,100.00%,1000 ms
162.159.193.126:3854,100.00%,1000 ms
162.159.193.239:3854,100.00%,1000 ms
162.159.193.70:3854,100.00%,1000 ms
162.159.193.156:891,100.00%,1000 ms
162.159.193.50:3854,100.00%,1000 ms
162.159.193.147:891,100.00%,1000 ms
162.159.193.191:891,100.00%,1000 ms
162.159.193.156:3854,100.00%,1000 ms
162.159.193.181:3854,100.00%,1000 ms
162.159.193.147:3854,100.00%,1000 ms
162.159.193.136:3854,100.00%,1000 ms
162.159.193.50:891,100.00%,1000 ms
162.159.193.117:891,100.00%,1000 ms
162.159.193.183:891,100.00%,1000 ms
162.159.193.71:3854,100.00%,1000 ms
162.159.193.136:891,100.00%,1000 ms
162.159.193.240:891,100.00%,1000 ms
162.159.193.70:891,100.00%,1000 ms
162.159.193.2:891,100.00%,1000 ms
162.159.193.181:891,100.00%,1000 ms
162.159.193.191:3854,100.00%,1000 ms
162.159.193.239:891,100.00%,1000 ms
162.159.193.240:3854,100.00%,1000 ms
162.159.193.126:891,100.00%,1000 ms
162.159.193.95:891,100.00%,1000 ms
162.159.193.117:3854,100.00%,1000 ms
162.159.193.95:3854,100.00%,1000 ms
162.159.193.183:3854,100.00%,1000 ms
