IP:PORT, LOSS, DELAY
188.114.98.243:4177,10.00%,246 ms
188.114.98.209:4177,10.00%,246 ms
188.114.98.249:908,10.00%,248 ms
188.114.98.22:4177,10.00%,248 ms
188.114.98.179:908,10.00%,249 ms
188.114.98.21:908,10.00%,249 ms
188.114.97.89:908,10.00%,249 ms
188.114.97.90:4177,10.00%,250 ms
188.114.98.127:908,10.00%,250 ms
188.114.98.207:4177,10.00%,250 ms
188.114.98.26:908,10.00%,250 ms
188.114.98.47:908,10.00%,250 ms
188.114.98.2:4177,10.00%,251 ms
162.159.192.244:1070,10.00%,316 ms
162.159.192.112:1070,10.00%,317 ms
162.159.195.190:1070,10.00%,329 ms
162.159.192.221:1070,10.00%,332 ms
162.159.195.100:1070,10.00%,332 ms
162.159.192.10:1070,10.00%,333 ms
162.159.192.211:1070,10.00%,333 ms
162.159.192.118:1070,10.00%,333 ms
162.159.192.221:3476,10.00%,334 ms
162.159.192.151:1070,10.00%,334 ms
162.159.192.12:1070,10.00%,334 ms
162.159.192.228:3476,10.00%,335 ms
162.159.195.94:3476,10.00%,335 ms
162.159.192.26:3476,10.00%,335 ms
162.159.192.137:3476,10.00%,335 ms
162.159.192.159:1070,10.00%,335 ms
162.159.192.41:1070,10.00%,336 ms
162.159.195.93:3476,10.00%,337 ms
162.159.192.41:3476,10.00%,338 ms
162.159.195.171:3476,10.00%,338 ms
162.159.192.95:3476,10.00%,338 ms
162.159.192.178:3476,10.00%,339 ms
162.159.192.228:1070,10.00%,339 ms
162.159.192.159:3476,10.00%,350 ms
188.114.96.175:3476,10.00%,351 ms
162.159.192.230:3476,10.00%,351 ms
162.159.192.244:3476,10.00%,352 ms
162.159.192.63:1070,10.00%,352 ms
162.159.192.250:3476,10.00%,352 ms
188.114.96.163:1070,10.00%,353 ms
162.159.195.203:1070,10.00%,354 ms
162.159.192.49:1070,10.00%,359 ms
162.159.195.202:3476,10.00%,360 ms
162.159.192.204:3476,10.00%,361 ms
162.159.195.177:3476,10.00%,363 ms
162.159.195.18:1070,10.00%,364 ms
162.159.192.25:3476,10.00%,364 ms
162.159.192.171:1070,10.00%,365 ms
188.114.96.175:1070,10.00%,369 ms
162.159.195.250:3476,10.00%,371 ms
162.159.195.68:3476,10.00%,374 ms
162.159.195.68:1070,10.00%,375 ms
188.114.97.121:3581,20.00%,299 ms
188.114.99.242:1387,20.00%,300 ms
188.114.97.68:908,20.00%,301 ms
188.114.98.21:4177,20.00%,308 ms
188.114.99.197:891,20.00%,311 ms
188.114.98.216:908,20.00%,312 ms
188.114.99.207:1074,20.00%,313 ms
188.114.98.249:4177,20.00%,315 ms
188.114.96.219:987,20.00%,316 ms
188.114.99.203:1074,20.00%,316 ms
188.114.99.191:1074,20.00%,317 ms
188.114.99.20:1074,20.00%,318 ms
188.114.99.180:908,20.00%,318 ms
188.114.98.216:4177,20.00%,320 ms
188.114.98.209:908,20.00%,323 ms
188.114.98.243:908,20.00%,323 ms
188.114.97.89:4177,20.00%,323 ms
188.114.99.113:4177,20.00%,326 ms
188.114.99.197:1074,20.00%,327 ms
188.114.98.207:908,20.00%,328 ms
188.114.98.179:4177,20.00%,333 ms
188.114.98.61:908,20.00%,335 ms
188.114.98.61:4177,20.00%,335 ms
188.114.98.47:4177,20.00%,335 ms
188.114.98.26:4177,20.00%,337 ms
162.159.192.112:3476,20.00%,367 ms
162.159.192.10:3476,20.00%,368 ms
162.159.192.100:1070,20.00%,370 ms
188.114.96.163:3476,20.00%,374 ms
162.159.192.211:3476,20.00%,378 ms
162.159.192.49:3476,20.00%,381 ms
162.159.195.18:3476,20.00%,381 ms
162.159.192.12:3476,20.00%,383 ms
162.159.192.178:1070,20.00%,384 ms
162.159.192.118:3476,20.00%,384 ms
162.159.192.137:1070,20.00%,385 ms
188.114.96.168:1070,20.00%,386 ms
162.159.192.250:1070,20.00%,387 ms
162.159.192.68:1070,20.00%,390 ms
188.114.96.171:1070,20.00%,391 ms
162.159.195.94:1070,20.00%,393 ms
162.159.195.84:1070,20.00%,394 ms
188.114.96.171:3476,20.00%,413 ms
162.159.195.84:3476,20.00%,424 ms
162.159.192.151:3476,20.00%,430 ms
162.159.192.100:3476,20.00%,447 ms
162.159.195.93:1070,20.00%,452 ms
188.114.96.219:7156,30.00%,388 ms
162.159.192.230:1070,30.00%,429 ms
162.159.192.204:1070,30.00%,471 ms
188.114.96.168:3476,40.00%,561 ms
188.114.97.248:1070,50.00%,556 ms
188.114.97.113:946,50.00%,556 ms
188.114.97.51:4177,50.00%,557 ms
188.114.97.25:4198,50.00%,557 ms
188.114.97.108:946,50.00%,557 ms
188.114.97.108:3581,50.00%,557 ms
188.114.97.17:1070,50.00%,557 ms
188.114.97.106:946,50.00%,557 ms
188.114.97.171:908,50.00%,558 ms
188.114.97.25:1010,50.00%,558 ms
188.114.97.113:3581,50.00%,559 ms
188.114.96.85:3581,50.00%,559 ms
188.114.97.251:4198,50.00%,559 ms
188.114.97.251:1010,50.00%,559 ms
188.114.97.17:908,50.00%,559 ms
188.114.97.171:1070,50.00%,559 ms
188.114.99.94:1074,50.00%,559 ms
188.114.96.98:946,50.00%,560 ms
188.114.99.227:1387,50.00%,560 ms
188.114.97.173:908,50.00%,560 ms
188.114.99.94:1387,50.00%,560 ms
188.114.97.45:4198,50.00%,560 ms
188.114.97.45:1010,50.00%,560 ms
188.114.97.234:908,50.00%,560 ms
188.114.97.38:4198,50.00%,560 ms
188.114.97.39:1010,50.00%,560 ms
188.114.97.248:908,50.00%,560 ms
188.114.96.98:3581,50.00%,561 ms
188.114.97.105:3581,50.00%,561 ms
188.114.97.44:1010,50.00%,561 ms
188.114.99.54:1074,50.00%,561 ms
188.114.97.254:4198,50.00%,561 ms
188.114.97.105:946,50.00%,561 ms
188.114.99.217:1387,50.00%,561 ms
188.114.97.106:3581,50.00%,561 ms
188.114.97.7:908,50.00%,561 ms
188.114.97.39:4198,50.00%,561 ms
188.114.99.83:1074,50.00%,562 ms
188.114.96.85:946,50.00%,562 ms
188.114.97.254:1010,50.00%,562 ms
188.114.97.180:908,50.00%,562 ms
188.114.97.44:4198,50.00%,563 ms
188.114.97.180:1070,50.00%,563 ms
188.114.96.240:987,50.00%,563 ms
188.114.97.234:1070,50.00%,563 ms
188.114.97.222:1070,50.00%,563 ms
188.114.99.227:1074,50.00%,563 ms
188.114.96.217:987,50.00%,563 ms
188.114.97.134:946,50.00%,563 ms
188.114.97.38:1010,50.00%,563 ms
188.114.97.51:908,50.00%,563 ms
188.114.97.134:3581,50.00%,563 ms
188.114.97.197:908,50.00%,563 ms
188.114.97.197:1070,50.00%,564 ms
188.114.97.173:1070,50.00%,564 ms
188.114.97.146:946,50.00%,564 ms
188.114.97.222:908,50.00%,565 ms
188.114.97.184:908,50.00%,565 ms
188.114.96.233:987,50.00%,565 ms
188.114.97.159:3581,50.00%,565 ms
188.114.97.202:1070,50.00%,565 ms
188.114.97.202:908,50.00%,565 ms
188.114.96.224:987,50.00%,566 ms
188.114.97.151:946,50.00%,566 ms
188.114.96.233:7156,50.00%,566 ms
188.114.96.217:7156,50.00%,566 ms
188.114.97.146:3581,50.00%,566 ms
188.114.97.184:1070,50.00%,566 ms
188.114.96.224:7156,50.00%,566 ms
188.114.97.71:908,50.00%,566 ms
188.114.96.236:987,50.00%,566 ms
188.114.97.151:3581,50.00%,566 ms
188.114.96.215:7156,50.00%,566 ms
188.114.97.130:3581,50.00%,567 ms
188.114.97.71:4177,50.00%,567 ms
188.114.97.81:4177,50.00%,567 ms
188.114.97.166:946,50.00%,567 ms
188.114.96.247:987,50.00%,567 ms
188.114.99.41:1074,50.00%,567 ms
188.114.97.81:908,50.00%,567 ms
188.114.97.166:3581,50.00%,567 ms
188.114.96.240:7156,50.00%,567 ms
188.114.97.130:946,50.00%,567 ms
188.114.97.149:3581,50.00%,568 ms
188.114.96.214:7156,50.00%,568 ms
188.114.99.219:1387,50.00%,569 ms
188.114.97.142:3581,50.00%,569 ms
188.114.99.54:1387,50.00%,569 ms
188.114.99.69:1387,50.00%,570 ms
188.114.97.149:946,50.00%,570 ms
188.114.97.7:4177,50.00%,570 ms
188.114.96.21:987,50.00%,570 ms
188.114.97.93:908,50.00%,570 ms
188.114.99.49:1074,50.00%,570 ms
188.114.99.89:1074,50.00%,570 ms
188.114.99.231:1074,50.00%,570 ms
188.114.99.217:1074,50.00%,570 ms
188.114.99.221:1387,50.00%,570 ms
188.114.99.219:1074,50.00%,570 ms
188.114.99.47:1074,50.00%,571 ms
188.114.99.41:1387,50.00%,571 ms
188.114.99.46:1074,50.00%,571 ms
188.114.99.79:1074,50.00%,571 ms
188.114.99.81:1074,50.00%,571 ms
188.114.99.49:1387,50.00%,571 ms
188.114.98.115:4177,50.00%,571 ms
188.114.99.46:1387,50.00%,571 ms
188.114.96.30:7156,50.00%,571 ms
188.114.96.50:7156,50.00%,571 ms
188.114.99.89:1387,50.00%,571 ms
188.114.99.210:891,50.00%,571 ms
188.114.99.210:1074,50.00%,571 ms
188.114.99.83:1387,50.00%,571 ms
188.114.96.251:7156,50.00%,572 ms
188.114.99.47:1387,50.00%,572 ms
188.114.98.165:908,50.00%,572 ms
188.114.99.59:1074,50.00%,572 ms
188.114.96.66:7156,50.00%,572 ms
188.114.97.142:946,50.00%,572 ms
188.114.98.228:908,50.00%,572 ms
188.114.96.58:7156,50.00%,572 ms
188.114.96.59:987,50.00%,572 ms
188.114.99.31:1074,50.00%,572 ms
188.114.99.79:1387,50.00%,572 ms
188.114.96.81:987,50.00%,573 ms
188.114.97.159:946,50.00%,573 ms
188.114.99.231:1387,50.00%,573 ms
188.114.99.69:1074,50.00%,573 ms
188.114.99.81:1387,50.00%,573 ms
188.114.97.125:946,50.00%,573 ms
188.114.96.30:987,50.00%,573 ms
188.114.99.62:1387,50.00%,573 ms
188.114.97.125:3581,50.00%,573 ms
188.114.96.73:987,50.00%,573 ms
188.114.99.221:1074,50.00%,573 ms
188.114.99.62:1074,50.00%,574 ms
188.114.96.71:7156,50.00%,574 ms
188.114.96.251:987,50.00%,574 ms
188.114.99.59:1387,50.00%,574 ms
188.114.96.80:7156,50.00%,574 ms
188.114.96.5:987,50.00%,575 ms
188.114.96.5:7156,50.00%,575 ms
188.114.96.76:7156,50.00%,575 ms
188.114.96.50:987,50.00%,575 ms
188.114.98.191:4177,50.00%,575 ms
188.114.96.80:987,50.00%,575 ms
188.114.96.73:7156,50.00%,575 ms
188.114.96.71:987,50.00%,575 ms
188.114.96.62:987,50.00%,575 ms
188.114.96.66:987,50.00%,575 ms
188.114.96.62:7156,50.00%,575 ms
188.114.96.58:987,50.00%,575 ms
188.114.96.59:7156,50.00%,575 ms
188.114.99.31:1387,50.00%,575 ms
188.114.96.76:987,50.00%,576 ms
188.114.96.247:7156,50.00%,576 ms
188.114.96.236:7156,50.00%,576 ms
188.114.96.81:7156,50.00%,576 ms
188.114.99.234:1074,50.00%,576 ms
188.114.96.214:987,50.00%,576 ms
188.114.99.234:1387,50.00%,577 ms
188.114.99.200:1074,50.00%,577 ms
188.114.99.196:891,50.00%,578 ms
188.114.96.215:987,50.00%,578 ms
188.114.96.206:987,50.00%,578 ms
188.114.96.248:987,50.00%,579 ms
188.114.96.248:7156,50.00%,579 ms
188.114.96.206:7156,50.00%,579 ms
188.114.96.21:7156,50.00%,581 ms
188.114.98.104:908,50.00%,581 ms
188.114.97.93:4177,50.00%,582 ms
188.114.97.87:908,50.00%,582 ms
188.114.98.97:908,50.00%,582 ms
188.114.97.85:4177,50.00%,582 ms
188.114.98.79:908,50.00%,582 ms
188.114.97.85:908,50.00%,583 ms
188.114.99.186:908,50.00%,584 ms
188.114.99.200:891,50.00%,584 ms
188.114.98.245:908,50.00%,584 ms
188.114.99.196:1074,50.00%,584 ms
188.114.98.239:908,50.00%,585 ms
188.114.98.123:908,50.00%,585 ms
188.114.98.205:908,50.00%,585 ms
188.114.98.123:4177,50.00%,585 ms
188.114.99.168:4177,50.00%,585 ms
188.114.97.87:4177,50.00%,586 ms
188.114.98.89:908,50.00%,587 ms
188.114.98.27:4177,50.00%,587 ms
188.114.98.60:908,50.00%,587 ms
188.114.98.245:4177,50.00%,587 ms
188.114.98.187:908,50.00%,587 ms
188.114.98.115:908,50.00%,587 ms
188.114.98.234:908,50.00%,587 ms
188.114.98.104:4177,50.00%,587 ms
188.114.98.239:4177,50.00%,587 ms
188.114.97.91:908,50.00%,587 ms
188.114.98.178:908,50.00%,588 ms
188.114.98.226:4177,50.00%,588 ms
188.114.98.250:4177,50.00%,588 ms
188.114.97.91:4177,50.00%,588 ms
188.114.98.89:4177,50.00%,588 ms
188.114.98.108:4177,50.00%,588 ms
188.114.98.108:908,50.00%,588 ms
188.114.98.27:908,50.00%,588 ms
188.114.98.187:4177,50.00%,589 ms
188.114.98.191:908,50.00%,589 ms
188.114.99.186:4177,50.00%,589 ms
188.114.98.140:908,50.00%,589 ms
188.114.98.135:4177,50.00%,589 ms
188.114.98.79:4177,50.00%,590 ms
188.114.98.246:4177,50.00%,590 ms
188.114.98.254:908,50.00%,590 ms
188.114.98.25:4177,50.00%,590 ms
188.114.99.18:4177,50.00%,590 ms
188.114.98.189:908,50.00%,590 ms
188.114.98.148:908,50.00%,590 ms
188.114.99.18:908,50.00%,591 ms
188.114.99.177:4177,50.00%,591 ms
188.114.98.135:908,50.00%,591 ms
188.114.98.234:4177,50.00%,591 ms
188.114.98.140:4177,50.00%,591 ms
188.114.99.168:908,50.00%,591 ms
188.114.98.167:4177,50.00%,592 ms
188.114.99.135:908,50.00%,592 ms
188.114.98.77:908,50.00%,592 ms
188.114.99.2:1074,50.00%,592 ms
188.114.99.2:891,50.00%,592 ms
188.114.98.70:908,50.00%,592 ms
188.114.98.178:4177,50.00%,592 ms
188.114.99.133:4177,50.00%,592 ms
188.114.98.76:908,50.00%,592 ms
188.114.98.7:908,50.00%,592 ms
188.114.99.14:908,50.00%,592 ms
188.114.99.132:908,50.00%,593 ms
188.114.99.14:4177,50.00%,593 ms
188.114.98.204:4177,50.00%,593 ms
188.114.98.41:4177,50.00%,593 ms
188.114.98.167:908,50.00%,593 ms
188.114.98.165:4177,50.00%,593 ms
188.114.99.146:908,50.00%,593 ms
188.114.98.75:4177,50.00%,593 ms
188.114.99.146:4177,50.00%,593 ms
188.114.99.139:4177,50.00%,594 ms
188.114.98.76:4177,50.00%,594 ms
188.114.98.195:4177,50.00%,594 ms
188.114.99.132:4177,50.00%,594 ms
188.114.98.75:908,50.00%,594 ms
188.114.99.133:908,50.00%,594 ms
188.114.98.246:908,50.00%,594 ms
188.114.98.70:4177,50.00%,594 ms
188.114.98.42:908,50.00%,594 ms
188.114.99.135:4177,50.00%,594 ms
188.114.98.42:4177,50.00%,594 ms
188.114.98.195:908,50.00%,594 ms
188.114.99.139:908,50.00%,594 ms
188.114.98.226:908,50.00%,594 ms
188.114.98.41:908,50.00%,594 ms
188.114.99.115:4177,50.00%,594 ms
188.114.99.115:908,50.00%,594 ms
188.114.98.250:908,50.00%,595 ms
188.114.98.7:4177,50.00%,595 ms
188.114.98.160:4177,50.00%,595 ms
188.114.98.160:908,50.00%,595 ms
188.114.98.204:908,50.00%,595 ms
188.114.98.162:908,50.00%,595 ms
188.114.98.97:4177,50.00%,595 ms
188.114.98.72:4177,50.00%,595 ms
188.114.98.67:4177,50.00%,595 ms
188.114.98.67:908,50.00%,595 ms
188.114.98.72:908,50.00%,595 ms
188.114.98.60:4177,50.00%,595 ms
188.114.98.162:4177,50.00%,596 ms
188.114.98.19:908,50.00%,596 ms
188.114.98.194:4177,50.00%,596 ms
188.114.98.25:908,50.00%,596 ms
188.114.98.148:4177,50.00%,596 ms
188.114.98.39:4177,50.00%,596 ms
188.114.98.4:908,50.00%,596 ms
188.114.98.33:4177,50.00%,596 ms
188.114.98.4:4177,50.00%,596 ms
188.114.98.39:908,50.00%,596 ms
188.114.98.254:4177,50.00%,596 ms
188.114.98.33:908,50.00%,596 ms
162.159.192.217:3476,50.00%,597 ms
188.114.98.194:908,50.00%,597 ms
188.114.98.205:4177,50.00%,597 ms
188.114.98.19:4177,50.00%,597 ms
188.114.98.77:4177,50.00%,598 ms
188.114.99.177:908,50.00%,598 ms
188.114.98.228:4177,50.00%,599 ms
188.114.98.189:4177,50.00%,599 ms
162.159.192.229:1070,50.00%,614 ms
162.159.192.133:1070,50.00%,631 ms
162.159.192.120:3476,50.00%,631 ms
162.159.192.0:3476,50.00%,631 ms
188.114.96.109:3476,50.00%,635 ms
188.114.96.16:3476,50.00%,640 ms
162.159.192.165:1070,50.00%,641 ms
162.159.192.0:1070,50.00%,642 ms
162.159.192.24:1070,50.00%,644 ms
162.159.192.44:1070,50.00%,647 ms
162.159.192.66:1070,50.00%,648 ms
162.159.195.161:1070,50.00%,648 ms
162.159.195.89:1070,50.00%,651 ms
162.159.192.124:3476,50.00%,651 ms
188.114.96.166:3476,50.00%,651 ms
162.159.195.112:3476,50.00%,652 ms
162.159.192.248:1070,50.00%,653 ms
162.159.192.241:3476,50.00%,653 ms
162.159.192.248:3476,50.00%,653 ms
162.159.192.36:1070,50.00%,654 ms
162.159.192.222:1070,50.00%,654 ms
162.159.195.64:1070,50.00%,656 ms
188.114.96.165:3476,50.00%,657 ms
188.114.96.149:3476,50.00%,658 ms
162.159.192.173:1070,50.00%,658 ms
162.159.192.136:1070,50.00%,659 ms
188.114.96.16:1070,50.00%,659 ms
162.159.192.157:3476,50.00%,659 ms
188.114.96.159:1070,50.00%,660 ms
162.159.192.133:3476,50.00%,660 ms
162.159.192.145:1070,50.00%,660 ms
162.159.192.142:1070,50.00%,660 ms
162.159.192.124:1070,50.00%,660 ms
162.159.192.13:3476,50.00%,660 ms
162.159.195.89:3476,50.00%,660 ms
162.159.192.164:1070,50.00%,660 ms
162.159.192.168:3476,50.00%,661 ms
188.114.96.153:3476,50.00%,661 ms
162.159.192.136:3476,50.00%,661 ms
162.159.195.98:1070,50.00%,661 ms
162.159.192.217:1070,50.00%,664 ms
162.159.192.24:3476,50.00%,664 ms
162.159.192.43:1070,50.00%,664 ms
162.159.192.138:3476,50.00%,665 ms
162.159.192.239:1070,50.00%,665 ms
188.114.96.159:3476,50.00%,665 ms
162.159.195.98:3476,50.00%,665 ms
