IP:PORT, LOSS, DELAY
188.114.98.198:1010,50.00%,658 ms
188.114.99.22:1010,50.00%,658 ms
188.114.98.250:1010,50.00%,658 ms
188.114.98.178:864,50.00%,659 ms
188.114.98.246:864,50.00%,659 ms
188.114.98.238:1010,50.00%,660 ms
188.114.98.169:864,50.00%,660 ms
188.114.98.166:864,50.00%,661 ms
188.114.98.228:1010,50.00%,661 ms
188.114.98.178:1010,50.00%,661 ms
188.114.98.175:864,50.00%,662 ms
188.114.98.169:1010,50.00%,662 ms
188.114.98.238:864,50.00%,662 ms
188.114.99.1:864,50.00%,662 ms
188.114.98.166:1010,50.00%,662 ms
188.114.98.228:864,50.00%,662 ms
188.114.98.206:864,50.00%,663 ms
188.114.98.67:864,50.00%,663 ms
188.114.99.21:1010,50.00%,663 ms
188.114.99.204:864,50.00%,663 ms
188.114.99.200:864,50.00%,663 ms
188.114.99.198:1010,50.00%,663 ms
188.114.98.65:864,50.00%,663 ms
188.114.98.217:864,50.00%,663 ms
188.114.99.200:1010,50.00%,663 ms
188.114.98.22:864,50.00%,663 ms
188.114.98.65:1010,50.00%,663 ms
188.114.98.143:1010,50.00%,663 ms
188.114.98.142:1010,50.00%,663 ms
188.114.98.216:1010,50.00%,663 ms
188.114.98.16:1010,50.00%,664 ms
188.114.98.216:864,50.00%,664 ms
188.114.98.206:1010,50.00%,664 ms
188.114.98.134:864,50.00%,664 ms
188.114.98.61:1010,50.00%,664 ms
188.114.98.183:864,50.00%,664 ms
188.114.98.74:864,50.00%,664 ms
188.114.98.143:864,50.00%,664 ms
188.114.98.142:864,50.00%,664 ms
188.114.98.58:864,50.00%,664 ms
188.114.98.153:1010,50.00%,664 ms
188.114.98.195:1010,50.00%,665 ms
188.114.98.34:864,50.00%,665 ms
188.114.98.250:864,50.00%,665 ms
188.114.98.39:864,50.00%,665 ms
188.114.98.245:1010,50.00%,665 ms
188.114.99.139:864,50.00%,665 ms
188.114.99.145:1010,50.00%,665 ms
188.114.99.147:1010,50.00%,665 ms
188.114.98.33:1010,50.00%,665 ms
188.114.98.246:1010,50.00%,665 ms
188.114.98.58:1010,50.00%,665 ms
188.114.98.39:1010,50.00%,665 ms
188.114.98.61:864,50.00%,665 ms
188.114.98.36:1010,50.00%,665 ms
188.114.98.67:1010,50.00%,666 ms
188.114.99.142:1010,50.00%,666 ms
188.114.98.252:1010,50.00%,666 ms
188.114.98.38:1010,50.00%,666 ms
188.114.98.33:864,50.00%,666 ms
188.114.99.137:864,50.00%,666 ms
188.114.99.137:1010,50.00%,666 ms
188.114.99.135:1010,50.00%,666 ms
188.114.98.47:864,50.00%,667 ms
188.114.98.47:1010,50.00%,668 ms
188.114.96.218:3138,60.00%,661 ms
162.159.193.190:934,100.00%,1000 ms
162.159.193.245:934,100.00%,1000 ms
162.159.193.189:943,100.00%,1000 ms
162.159.193.27:934,100.00%,1000 ms
162.159.193.88:934,100.00%,1000 ms
162.159.193.195:934,100.00%,1000 ms
162.159.193.88:943,100.00%,1000 ms
162.159.193.234:934,100.00%,1000 ms
162.159.193.2:934,100.00%,1000 ms
162.159.193.77:943,100.00%,1000 ms
162.159.193.43:943,100.00%,1000 ms
162.159.193.55:943,100.00%,1000 ms
162.159.193.66:943,100.00%,1000 ms
162.159.193.55:934,100.00%,1000 ms
162.159.193.162:934,100.00%,1000 ms
162.159.193.15:934,100.00%,1000 ms
162.159.193.93:934,100.00%,1000 ms
162.159.193.196:943,100.00%,1000 ms
162.159.193.179:943,100.00%,1000 ms
162.159.193.56:943,100.00%,1000 ms
162.159.193.189:934,100.00%,1000 ms
162.159.193.179:934,100.00%,1000 ms
162.159.193.196:934,100.00%,1000 ms
162.159.193.68:934,100.00%,1000 ms
162.159.193.53:934,100.00%,1000 ms
162.159.193.42:934,100.00%,1000 ms
162.159.193.232:943,100.00%,1000 ms
162.159.193.190:943,100.00%,1000 ms
162.159.193.165:943,100.00%,1000 ms
162.159.193.72:943,100.00%,1000 ms
162.159.193.212:934,100.00%,1000 ms
162.159.193.253:934,100.00%,1000 ms
162.159.193.234:943,100.00%,1000 ms
162.159.193.126:943,100.00%,1000 ms
162.159.193.20:943,100.00%,1000 ms
162.159.193.176:934,100.00%,1000 ms
162.159.193.116:943,100.00%,1000 ms
162.159.193.244:934,100.00%,1000 ms
162.159.193.68:943,100.00%,1000 ms
162.159.193.24:934,100.00%,1000 ms
162.159.193.53:943,100.00%,1000 ms
162.159.193.98:934,100.00%,1000 ms
162.159.193.110:943,100.00%,1000 ms
162.159.193.119:934,100.00%,1000 ms
162.159.193.122:943,100.00%,1000 ms
162.159.193.97:943,100.00%,1000 ms
162.159.193.14:943,100.00%,1000 ms
162.159.193.22:934,100.00%,1000 ms
162.159.193.235:934,100.00%,1000 ms
162.159.193.182:943,100.00%,1000 ms
162.159.193.8:943,100.00%,1000 ms
162.159.193.44:943,100.00%,1000 ms
162.159.193.195:943,100.00%,1000 ms
162.159.193.191:934,100.00%,1000 ms
162.159.193.253:943,100.00%,1000 ms
162.159.193.204:934,100.00%,1000 ms
162.159.193.165:934,100.00%,1000 ms
162.159.193.98:943,100.00%,1000 ms
162.159.193.197:943,100.00%,1000 ms
162.159.193.2:943,100.00%,1000 ms
162.159.193.239:943,100.00%,1000 ms
162.159.193.36:943,100.00%,1000 ms
162.159.193.204:943,100.00%,1000 ms
162.159.193.244:943,100.00%,1000 ms
162.159.193.12:934,100.00%,1000 ms
162.159.193.66:934,100.00%,1000 ms
162.159.193.102:943,100.00%,1000 ms
162.159.193.113:934,100.00%,1000 ms
162.159.193.206:934,100.00%,1000 ms
162.159.193.246:934,100.00%,1000 ms
162.159.193.39:934,100.00%,1000 ms
162.159.193.176:943,100.00%,1000 ms
162.159.193.27:943,100.00%,1000 ms
162.159.193.23:934,100.00%,1000 ms
162.159.193.71:943,100.00%,1000 ms
162.159.193.17:934,100.00%,1000 ms
162.159.193.207:934,100.00%,1000 ms
162.159.193.109:943,100.00%,1000 ms
162.159.193.15:943,100.00%,1000 ms
162.159.193.52:943,100.00%,1000 ms
162.159.193.197:934,100.00%,1000 ms
162.159.193.16:934,100.00%,1000 ms
162.159.193.8:934,100.00%,1000 ms
162.159.193.106:934,100.00%,1000 ms
162.159.193.188:943,100.00%,1000 ms
162.159.193.93:943,100.00%,1000 ms
162.159.193.119:943,100.00%,1000 ms
162.159.193.39:943,100.00%,1000 ms
162.159.193.238:943,100.00%,1000 ms
162.159.193.182:934,100.00%,1000 ms
162.159.193.77:934,100.00%,1000 ms
162.159.193.42:943,100.00%,1000 ms
162.159.193.97:934,100.00%,1000 ms
162.159.193.52:934,100.00%,1000 ms
162.159.193.72:934,100.00%,1000 ms
162.159.193.207:943,100.00%,1000 ms
162.159.193.44:934,100.00%,1000 ms
162.159.193.132:943,100.00%,1000 ms
162.159.193.135:943,100.00%,1000 ms
162.159.193.71:934,100.00%,1000 ms
162.159.193.82:934,100.00%,1000 ms
162.159.193.135:934,100.00%,1000 ms
162.159.193.235:943,100.00%,1000 ms
162.159.193.12:943,100.00%,1000 ms
162.159.193.126:934,100.00%,1000 ms
162.159.193.23:943,100.00%,1000 ms
162.159.193.162:943,100.00%,1000 ms
162.159.193.242:934,100.00%,1000 ms
162.159.193.213:934,100.00%,1000 ms
162.159.193.116:934,100.00%,1000 ms
162.159.193.133:934,100.00%,1000 ms
162.159.193.102:934,100.00%,1000 ms
162.159.193.20:934,100.00%,1000 ms
162.159.193.14:934,100.00%,1000 ms
162.159.193.22:943,100.00%,1000 ms
162.159.193.122:934,100.00%,1000 ms
162.159.193.242:943,100.00%,1000 ms
162.159.193.106:943,100.00%,1000 ms
162.159.193.110:934,100.00%,1000 ms
162.159.193.26:934,100.00%,1000 ms
162.159.193.26:943,100.00%,1000 ms
162.159.193.82:943,100.00%,1000 ms
162.159.193.243:934,100.00%,1000 ms
162.159.193.13:934,100.00%,1000 ms
162.159.193.191:943,100.00%,1000 ms
162.159.193.133:943,100.00%,1000 ms
162.159.193.24:943,100.00%,1000 ms
162.159.193.245:943,100.00%,1000 ms
162.159.193.113:943,100.00%,1000 ms
162.159.193.246:943,100.00%,1000 ms
162.159.193.213:943,100.00%,1000 ms
162.159.193.132:934,100.00%,1000 ms
162.159.193.238:934,100.00%,1000 ms
162.159.193.206:943,100.00%,1000 ms
162.159.193.188:934,100.00%,1000 ms
162.159.193.17:943,100.00%,1000 ms
162.159.193.109:934,100.00%,1000 ms
162.159.193.212:943,100.00%,1000 ms
162.159.193.56:934,100.00%,1000 ms
162.159.193.43:934,100.00%,1000 ms
162.159.193.243:943,100.00%,1000 ms
162.159.193.13:943,100.00%,1000 ms
162.159.193.239:934,100.00%,1000 ms
162.159.193.36:934,100.00%,1000 ms
162.159.193.16:943,100.00%,1000 ms
162.159.193.232:934,100.00%,1000 ms
188.114.99.224:864,100.00%,1000 ms
188.114.99.224:1010,100.00%,1000 ms
188.114.99.255:864,100.00%,1000 ms
188.114.99.255:2408,100.00%,1000 ms
