IP:PORT, LOSS, DELAY
188.114.96.79:4233,0.00%,147 ms
188.114.96.50:928,0.00%,147 ms
188.114.97.217:894,0.00%,148 ms
162.159.192.12:5279,0.00%,148 ms
188.114.97.121:4233,0.00%,149 ms
188.114.96.88:1010,0.00%,149 ms
162.159.192.12:7156,0.00%,150 ms
188.114.96.96:4233,0.00%,150 ms
188.114.97.118:4233,0.00%,151 ms
188.114.97.118:1010,0.00%,151 ms
188.114.99.46:942,0.00%,151 ms
162.159.195.62:5279,0.00%,151 ms
188.114.99.62:4198,0.00%,153 ms
188.114.99.55:4198,0.00%,154 ms
162.159.192.123:7156,0.00%,155 ms
188.114.99.62:942,0.00%,155 ms
188.114.99.46:4198,0.00%,157 ms
162.159.195.90:7156,0.00%,157 ms
188.114.96.153:7156,0.00%,160 ms
188.114.96.197:7156,0.00%,161 ms
188.114.99.36:942,0.00%,161 ms
162.159.192.62:5279,0.00%,161 ms
188.114.96.141:5279,0.00%,162 ms
162.159.192.214:7156,0.00%,163 ms
188.114.99.28:942,0.00%,163 ms
162.159.195.40:5279,0.00%,164 ms
188.114.97.65:987,0.00%,172 ms
188.114.97.65:943,0.00%,180 ms
188.114.99.227:1074,0.00%,198 ms
188.114.99.230:5279,0.00%,198 ms
188.114.99.227:5279,0.00%,199 ms
188.114.99.230:1074,0.00%,199 ms
188.114.99.219:5279,0.00%,202 ms
188.114.99.219:1074,0.00%,204 ms
188.114.97.7:987,0.00%,213 ms
188.114.97.67:987,0.00%,214 ms
188.114.97.71:943,0.00%,218 ms
188.114.97.7:943,0.00%,221 ms
188.114.98.110:7103,0.00%,246 ms
188.114.97.91:943,0.00%,247 ms
188.114.97.84:987,0.00%,249 ms
188.114.97.84:943,0.00%,249 ms
188.114.97.8:987,0.00%,250 ms
188.114.97.82:943,0.00%,250 ms
188.114.97.82:987,0.00%,251 ms
188.114.98.115:864,0.00%,254 ms
188.114.98.10:987,0.00%,254 ms
188.114.98.10:943,0.00%,255 ms
188.114.98.110:864,0.00%,259 ms
188.114.98.104:987,0.00%,259 ms
188.114.97.91:987,0.00%,259 ms
188.114.98.104:943,0.00%,266 ms
188.114.99.189:864,0.00%,267 ms
188.114.98.128:864,0.00%,269 ms
188.114.98.204:7103,0.00%,270 ms
188.114.98.97:7103,0.00%,271 ms
188.114.99.10:7103,0.00%,271 ms
188.114.98.142:864,0.00%,271 ms
188.114.98.19:864,0.00%,272 ms
188.114.98.93:864,0.00%,273 ms
188.114.98.96:7103,0.00%,273 ms
188.114.99.195:864,0.00%,273 ms
188.114.98.128:7103,0.00%,273 ms
188.114.98.165:7103,0.00%,273 ms
188.114.98.91:7103,0.00%,273 ms
188.114.98.93:7103,0.00%,273 ms
188.114.99.169:864,0.00%,273 ms
188.114.98.165:864,0.00%,274 ms
188.114.98.58:864,0.00%,275 ms
188.114.98.97:864,0.00%,275 ms
188.114.98.219:7103,0.00%,275 ms
188.114.98.211:864,0.00%,275 ms
188.114.98.210:864,0.00%,275 ms
188.114.98.211:7103,0.00%,276 ms
188.114.98.142:7103,0.00%,276 ms
188.114.98.16:7103,0.00%,276 ms
188.114.98.58:7103,0.00%,277 ms
188.114.98.151:7103,0.00%,277 ms
188.114.99.163:7103,0.00%,277 ms
188.114.99.156:864,0.00%,278 ms
188.114.98.37:864,0.00%,278 ms
188.114.99.160:7103,0.00%,278 ms
188.114.98.210:7103,0.00%,279 ms
188.114.98.249:864,0.00%,279 ms
188.114.98.249:7103,0.00%,279 ms
188.114.99.156:7103,0.00%,279 ms
188.114.99.111:7103,0.00%,279 ms
188.114.98.37:7103,0.00%,279 ms
188.114.98.252:7103,0.00%,279 ms
188.114.99.195:7103,0.00%,279 ms
188.114.99.153:7103,0.00%,280 ms
188.114.98.94:864,0.00%,280 ms
188.114.99.153:864,0.00%,280 ms
188.114.98.252:864,0.00%,280 ms
188.114.99.189:7103,0.00%,280 ms
188.114.98.115:7103,0.00%,280 ms
188.114.98.19:7103,0.00%,280 ms
188.114.99.10:864,0.00%,280 ms
188.114.98.99:864,0.00%,280 ms
188.114.99.127:864,0.00%,280 ms
188.114.98.236:864,0.00%,280 ms
188.114.99.122:7103,0.00%,280 ms
188.114.99.127:7103,0.00%,280 ms
188.114.98.241:7103,0.00%,280 ms
188.114.98.96:864,0.00%,281 ms
188.114.98.94:7103,0.00%,281 ms
188.114.99.169:7103,0.00%,281 ms
188.114.98.230:7103,0.00%,281 ms
188.114.99.122:864,0.00%,281 ms
188.114.98.241:864,0.00%,282 ms
188.114.98.242:864,0.00%,282 ms
188.114.98.91:864,0.00%,282 ms
188.114.99.163:864,0.00%,283 ms
188.114.98.236:7103,0.00%,283 ms
188.114.98.217:864,0.00%,284 ms
188.114.99.160:864,0.00%,284 ms
188.114.98.230:864,0.00%,284 ms
188.114.98.217:7103,0.00%,284 ms
188.114.98.219:864,0.00%,284 ms
162.159.195.166:5279,10.00%,208 ms
162.159.195.149:5279,10.00%,208 ms
188.114.99.51:942,10.00%,211 ms
188.114.99.48:4198,10.00%,212 ms
162.159.195.100:7156,10.00%,213 ms
162.159.192.161:7156,10.00%,213 ms
188.114.96.29:988,10.00%,215 ms
188.114.96.22:988,10.00%,216 ms
188.114.99.84:4198,10.00%,216 ms
188.114.99.55:942,10.00%,217 ms
188.114.99.51:4198,10.00%,217 ms
188.114.99.84:942,10.00%,218 ms
188.114.96.24:928,10.00%,219 ms
188.114.96.210:988,10.00%,222 ms
162.159.192.222:7156,10.00%,224 ms
162.159.195.153:7156,10.00%,224 ms
162.159.195.131:5279,10.00%,224 ms
162.159.195.129:7156,10.00%,224 ms
162.159.195.149:7156,10.00%,224 ms
162.159.195.150:5279,10.00%,224 ms
188.114.96.197:5279,10.00%,225 ms
162.159.192.163:5279,10.00%,225 ms
162.159.195.153:5279,10.00%,225 ms
188.114.99.98:7103,10.00%,225 ms
162.159.192.17:5279,10.00%,225 ms
162.159.192.247:5279,10.00%,225 ms
188.114.99.86:942,10.00%,226 ms
188.114.96.79:1010,10.00%,226 ms
188.114.99.86:4198,10.00%,226 ms
188.114.96.61:928,10.00%,228 ms
188.114.96.88:4233,10.00%,230 ms
188.114.99.8:942,10.00%,230 ms
188.114.97.121:1010,10.00%,231 ms
162.159.195.91:5279,10.00%,233 ms
162.159.195.92:5279,10.00%,234 ms
188.114.96.141:7156,10.00%,234 ms
162.159.195.217:5279,10.00%,235 ms
162.159.192.53:5279,10.00%,235 ms
162.159.195.225:7156,10.00%,235 ms
162.159.195.225:5279,10.00%,236 ms
188.114.99.43:4198,10.00%,236 ms
162.159.192.7:7156,10.00%,236 ms
162.159.195.62:7156,10.00%,237 ms
162.159.195.129:5279,10.00%,238 ms
188.114.96.116:7156,10.00%,238 ms
162.159.192.123:5279,10.00%,239 ms
162.159.192.115:7156,10.00%,239 ms
162.159.192.129:5279,10.00%,239 ms
162.159.192.104:5279,10.00%,239 ms
162.159.192.40:5279,10.00%,239 ms
162.159.195.33:7156,10.00%,239 ms
162.159.195.68:7156,10.00%,239 ms
162.159.192.53:7156,10.00%,240 ms
188.114.96.105:7156,10.00%,240 ms
162.159.192.104:7156,10.00%,240 ms
188.114.99.81:4198,10.00%,240 ms
162.159.195.150:7156,10.00%,241 ms
188.114.99.81:942,10.00%,242 ms
162.159.192.115:5279,10.00%,242 ms
188.114.97.194:894,10.00%,243 ms
188.114.99.28:4198,10.00%,243 ms
188.114.96.167:7156,10.00%,245 ms
188.114.99.8:4198,10.00%,245 ms
188.114.99.48:942,10.00%,245 ms
188.114.96.1:5279,10.00%,246 ms
188.114.96.135:7156,10.00%,247 ms
162.159.195.44:5279,10.00%,248 ms
162.159.195.227:7156,10.00%,249 ms
162.159.192.204:5279,10.00%,249 ms
162.159.192.40:7156,10.00%,249 ms
162.159.195.38:5279,10.00%,250 ms
162.159.195.166:7156,10.00%,250 ms
162.159.192.62:7156,10.00%,251 ms
188.114.96.14:7156,10.00%,251 ms
188.114.97.220:894,10.00%,261 ms
188.114.97.250:854,10.00%,269 ms
188.114.97.8:943,10.00%,275 ms
188.114.97.71:987,10.00%,294 ms
188.114.98.242:7103,10.00%,300 ms
188.114.98.204:864,10.00%,302 ms
188.114.98.151:864,10.00%,304 ms
188.114.98.92:7103,10.00%,304 ms
188.114.98.99:7103,10.00%,304 ms
188.114.98.16:864,10.00%,315 ms
188.114.98.92:864,10.00%,319 ms
188.114.97.67:943,10.00%,336 ms
188.114.99.111:864,10.00%,364 ms
188.114.99.43:942,20.00%,297 ms
188.114.99.36:4198,20.00%,305 ms
162.159.195.90:5279,20.00%,306 ms
188.114.96.113:5279,20.00%,306 ms
162.159.192.184:5279,20.00%,307 ms
162.159.195.12:7156,20.00%,307 ms
162.159.195.161:5279,20.00%,307 ms
162.159.195.134:5279,20.00%,307 ms
162.159.192.163:7156,20.00%,307 ms
162.159.195.12:5279,20.00%,307 ms
162.159.195.128:5279,20.00%,307 ms
162.159.195.136:5279,20.00%,308 ms
162.159.195.134:7156,20.00%,308 ms
162.159.195.112:7156,20.00%,308 ms
162.159.195.112:5279,20.00%,308 ms
162.159.195.181:5279,20.00%,308 ms
162.159.195.103:5279,20.00%,308 ms
162.159.192.129:7156,20.00%,308 ms
162.159.192.17:7156,20.00%,308 ms
162.159.195.127:7156,20.00%,308 ms
162.159.195.100:5279,20.00%,308 ms
162.159.195.181:7156,20.00%,308 ms
162.159.192.161:5279,20.00%,308 ms
162.159.192.204:7156,20.00%,308 ms
162.159.192.156:7156,20.00%,308 ms
162.159.192.143:7156,20.00%,308 ms
162.159.195.126:7156,20.00%,308 ms
162.159.192.143:5279,20.00%,308 ms
162.159.195.32:7156,20.00%,311 ms
162.159.195.221:5279,20.00%,311 ms
162.159.192.156:5279,20.00%,312 ms
162.159.195.242:7156,20.00%,313 ms
162.159.195.161:7156,20.00%,314 ms
162.159.192.222:5279,20.00%,316 ms
162.159.195.199:7156,20.00%,316 ms
162.159.195.227:5279,20.00%,323 ms
162.159.195.224:7156,20.00%,323 ms
188.114.96.105:5279,20.00%,324 ms
162.159.195.50:5279,20.00%,325 ms
162.159.192.200:7156,20.00%,325 ms
162.159.195.67:5279,20.00%,325 ms
162.159.195.67:7156,20.00%,325 ms
162.159.195.50:7156,20.00%,326 ms
162.159.195.88:5279,20.00%,326 ms
162.159.195.92:7156,20.00%,326 ms
162.159.195.88:7156,20.00%,326 ms
162.159.195.221:7156,20.00%,327 ms
162.159.195.224:5279,20.00%,328 ms
188.114.96.13:5279,20.00%,329 ms
162.159.192.85:5279,20.00%,329 ms
188.114.96.135:5279,20.00%,329 ms
188.114.96.113:7156,20.00%,330 ms
162.159.195.44:7156,20.00%,330 ms
162.159.192.81:5279,20.00%,334 ms
188.114.96.153:5279,20.00%,335 ms
188.114.96.167:5279,20.00%,337 ms
162.159.195.253:5279,20.00%,341 ms
162.159.192.81:7156,20.00%,342 ms
162.159.195.199:5279,20.00%,342 ms
162.159.192.214:5279,20.00%,343 ms
188.114.97.244:894,20.00%,344 ms
162.159.195.71:7156,20.00%,344 ms
188.114.96.1:7156,30.00%,385 ms
162.159.195.127:5279,30.00%,389 ms
162.159.195.201:7156,30.00%,390 ms
162.159.195.131:7156,30.00%,392 ms
162.159.195.136:7156,30.00%,392 ms
162.159.195.103:7156,30.00%,392 ms
162.159.195.126:5279,30.00%,394 ms
162.159.195.128:7156,30.00%,394 ms
188.114.97.247:854,30.00%,397 ms
162.159.195.33:5279,30.00%,401 ms
162.159.192.247:7156,30.00%,401 ms
162.159.195.91:7156,30.00%,406 ms
162.159.195.242:5279,30.00%,407 ms
162.159.195.217:7156,30.00%,407 ms
162.159.192.218:5279,30.00%,407 ms
162.159.195.174:5279,30.00%,407 ms
162.159.192.218:7156,30.00%,407 ms
162.159.192.200:5279,30.00%,407 ms
162.159.192.184:7156,30.00%,407 ms
162.159.195.239:5279,30.00%,407 ms
162.159.195.24:7156,30.00%,407 ms
162.159.195.239:7156,30.00%,407 ms
162.159.192.227:7156,30.00%,407 ms
162.159.195.253:7156,30.00%,407 ms
162.159.192.221:5279,30.00%,407 ms
162.159.195.174:7156,30.00%,408 ms
162.159.192.221:7156,30.00%,408 ms
162.159.195.38:7156,30.00%,408 ms
162.159.195.32:5279,30.00%,408 ms
162.159.192.7:5279,30.00%,410 ms
162.159.195.68:5279,30.00%,410 ms
188.114.96.13:7156,30.00%,412 ms
162.159.195.40:7156,30.00%,414 ms
188.114.96.116:5279,30.00%,423 ms
188.114.96.193:5279,30.00%,425 ms
162.159.195.71:5279,30.00%,426 ms
162.159.195.24:5279,30.00%,427 ms
162.159.195.185:5279,30.00%,427 ms
162.159.195.185:7156,30.00%,427 ms
162.159.192.227:5279,40.00%,480 ms
162.159.192.85:7156,40.00%,505 ms
188.114.96.193:7156,40.00%,505 ms
188.114.96.14:5279,40.00%,507 ms
188.114.96.249:928,50.00%,559 ms
188.114.96.249:988,50.00%,559 ms
188.114.96.69:1010,50.00%,559 ms
188.114.97.138:4233,50.00%,560 ms
188.114.97.4:894,50.00%,560 ms
188.114.96.248:928,50.00%,560 ms
188.114.96.200:5279,50.00%,560 ms
188.114.96.62:928,50.00%,560 ms
188.114.96.238:928,50.00%,560 ms
188.114.97.161:1010,50.00%,561 ms
188.114.97.16:1010,50.00%,562 ms
188.114.97.158:4233,50.00%,562 ms
188.114.96.62:988,50.00%,562 ms
188.114.96.247:928,50.00%,562 ms
188.114.96.78:1010,50.00%,562 ms
188.114.97.227:894,50.00%,563 ms
188.114.96.252:928,50.00%,563 ms
188.114.96.21:988,50.00%,563 ms
188.114.96.216:928,50.00%,563 ms
188.114.97.138:1010,50.00%,563 ms
162.159.195.169:5279,50.00%,563 ms
188.114.97.42:894,50.00%,563 ms
188.114.96.216:988,50.00%,563 ms
188.114.96.238:988,50.00%,564 ms
188.114.96.252:988,50.00%,564 ms
188.114.96.253:988,50.00%,564 ms
188.114.96.220:988,50.00%,564 ms
188.114.96.69:4233,50.00%,564 ms
188.114.97.42:854,50.00%,564 ms
188.114.96.253:928,50.00%,564 ms
188.114.97.146:1010,50.00%,564 ms
188.114.96.65:4233,50.00%,564 ms
162.159.195.212:5279,50.00%,564 ms
188.114.96.200:7156,50.00%,564 ms
188.114.97.253:854,50.00%,564 ms
188.114.97.152:4233,50.00%,564 ms
188.114.97.40:854,50.00%,564 ms
188.114.96.232:928,50.00%,564 ms
188.114.96.27:988,50.00%,565 ms
188.114.97.164:4233,50.00%,565 ms
162.159.195.93:7156,50.00%,565 ms
188.114.96.65:1010,50.00%,565 ms
188.114.97.16:4233,50.00%,565 ms
188.114.97.145:1010,50.00%,565 ms
162.159.195.118:5279,50.00%,565 ms
162.159.192.233:7156,50.00%,565 ms
188.114.97.37:894,50.00%,565 ms
188.114.97.37:854,50.00%,565 ms
188.114.96.232:988,50.00%,565 ms
188.114.97.41:894,50.00%,565 ms
188.114.97.40:894,50.00%,565 ms
162.159.192.217:5279,50.00%,565 ms
162.159.192.57:5279,50.00%,565 ms
162.159.195.188:5279,50.00%,565 ms
188.114.97.63:987,50.00%,566 ms
188.114.97.164:1010,50.00%,566 ms
162.159.192.180:7156,50.00%,566 ms
162.159.192.181:7156,50.00%,566 ms
162.159.192.183:7156,50.00%,566 ms
188.114.97.145:4233,50.00%,566 ms
188.114.97.148:1010,50.00%,566 ms
188.114.97.166:4233,50.00%,566 ms
188.114.97.4:854,50.00%,566 ms
188.114.97.148:4233,50.00%,566 ms
162.159.195.109:7156,50.00%,566 ms
188.114.97.132:4233,50.00%,566 ms
162.159.192.172:7156,50.00%,566 ms
188.114.97.161:4233,50.00%,566 ms
162.159.195.130:7156,50.00%,567 ms
162.159.192.160:7156,50.00%,567 ms
188.114.96.248:988,50.00%,567 ms
162.159.192.233:5279,50.00%,567 ms
188.114.97.227:854,50.00%,567 ms
162.159.192.158:5279,50.00%,567 ms
162.159.192.153:7156,50.00%,567 ms
162.159.192.194:5279,50.00%,567 ms
162.159.192.167:5279,50.00%,567 ms
188.114.96.231:928,50.00%,567 ms
188.114.97.155:1010,50.00%,568 ms
188.114.97.155:4233,50.00%,568 ms
188.114.96.89:4233,50.00%,568 ms
162.159.195.0:7156,50.00%,568 ms
188.114.97.64:943,50.00%,568 ms
162.159.195.177:5279,50.00%,568 ms
188.114.96.45:928,50.00%,568 ms
188.114.99.40:4198,50.00%,568 ms
188.114.97.31:894,50.00%,568 ms
188.114.97.31:854,50.00%,568 ms
188.114.97.166:1010,50.00%,568 ms
188.114.96.227:988,50.00%,568 ms
162.159.192.173:7156,50.00%,568 ms
188.114.96.45:988,50.00%,568 ms
162.159.192.173:5279,50.00%,568 ms
162.159.192.125:5279,50.00%,568 ms
188.114.97.225:854,50.00%,568 ms
188.114.96.43:928,50.00%,568 ms
162.159.195.182:5279,50.00%,568 ms
162.159.195.176:5279,50.00%,568 ms
188.114.97.126:1010,50.00%,568 ms
162.159.192.150:5279,50.00%,568 ms
162.159.192.148:5279,50.00%,568 ms
188.114.96.95:1010,50.00%,568 ms
188.114.96.95:4233,50.00%,569 ms
188.114.97.146:4233,50.00%,569 ms
162.159.195.107:5279,50.00%,569 ms
188.114.97.63:943,50.00%,569 ms
188.114.97.243:854,50.00%,569 ms
188.114.97.64:987,50.00%,569 ms
188.114.96.247:988,50.00%,569 ms
162.159.192.177:5279,50.00%,569 ms
188.114.97.55:987,50.00%,569 ms
188.114.96.27:928,50.00%,569 ms
188.114.96.231:988,50.00%,569 ms
188.114.96.227:928,50.00%,569 ms
162.159.192.150:7156,50.00%,569 ms
188.114.96.89:1010,50.00%,569 ms
188.114.96.43:988,50.00%,569 ms
188.114.97.165:4233,50.00%,569 ms
188.114.97.158:1010,50.00%,569 ms
188.114.97.70:943,50.00%,569 ms
162.159.192.134:5279,50.00%,569 ms
162.159.195.107:7156,50.00%,569 ms
188.114.97.109:1010,50.00%,569 ms
188.114.97.184:894,50.00%,569 ms
162.159.192.134:7156,50.00%,570 ms
188.114.99.40:942,50.00%,570 ms
188.114.97.225:894,50.00%,570 ms
162.159.195.118:7156,50.00%,570 ms
188.114.97.253:894,50.00%,570 ms
188.114.97.41:854,50.00%,570 ms
188.114.97.199:854,50.00%,570 ms
162.159.192.158:7156,50.00%,570 ms
188.114.97.6:987,50.00%,570 ms
162.159.195.0:5279,50.00%,570 ms
188.114.97.214:894,50.00%,570 ms
188.114.97.51:987,50.00%,570 ms
188.114.97.243:894,50.00%,570 ms
162.159.192.172:5279,50.00%,570 ms
188.114.97.130:1010,50.00%,570 ms
188.114.97.6:943,50.00%,570 ms
188.114.99.47:4198,50.00%,570 ms
188.114.97.55:943,50.00%,570 ms
188.114.96.21:928,50.00%,570 ms
188.114.97.165:1010,50.00%,571 ms
188.114.96.220:928,50.00%,571 ms
188.114.97.2:854,50.00%,571 ms
188.114.97.134:1010,50.00%,571 ms
162.159.192.153:5279,50.00%,571 ms
188.114.97.108:1010,50.00%,571 ms
162.159.192.167:7156,50.00%,571 ms
188.114.97.134:4233,50.00%,571 ms
162.159.192.177:7156,50.00%,571 ms
188.114.97.70:987,50.00%,571 ms
162.159.192.208:5279,50.00%,571 ms
162.159.192.164:5279,50.00%,572 ms
188.114.97.106:4233,50.00%,572 ms
188.114.96.78:4233,50.00%,572 ms
188.114.97.2:894,50.00%,572 ms
188.114.97.51:943,50.00%,573 ms
188.114.97.152:1010,50.00%,573 ms
188.114.97.199:894,50.00%,573 ms
188.114.99.83:4198,50.00%,573 ms
162.159.192.164:7156,50.00%,573 ms
162.159.192.226:5279,50.00%,574 ms
188.114.97.132:1010,50.00%,574 ms
188.114.97.197:894,50.00%,574 ms
162.159.195.22:5279,50.00%,574 ms
188.114.99.95:4198,50.00%,575 ms
188.114.97.197:854,50.00%,575 ms
162.159.192.229:5279,50.00%,575 ms
188.114.97.108:4233,50.00%,575 ms
188.114.97.214:854,50.00%,575 ms
162.159.192.235:7156,50.00%,575 ms
188.114.97.184:854,50.00%,575 ms
188.114.97.130:4233,50.00%,576 ms
162.159.192.22:5279,50.00%,576 ms
188.114.99.95:942,50.00%,576 ms
188.114.97.126:4233,50.00%,576 ms
162.159.192.194:7156,50.00%,576 ms
162.159.192.183:5279,50.00%,576 ms
188.114.97.106:1010,50.00%,577 ms
162.159.195.203:5279,50.00%,577 ms
162.159.195.169:7156,50.00%,577 ms
162.159.195.164:5279,50.00%,577 ms
188.114.97.109:4233,50.00%,577 ms
162.159.195.177:7156,50.00%,577 ms
162.159.195.164:7156,50.00%,577 ms
162.159.195.22:7156,50.00%,578 ms
162.159.195.170:5279,50.00%,578 ms
162.159.195.176:7156,50.00%,578 ms
162.159.192.22:7156,50.00%,578 ms
162.159.192.180:5279,50.00%,578 ms
162.159.195.42:7156,50.00%,579 ms
162.159.195.200:5279,50.00%,579 ms
162.159.195.42:5279,50.00%,579 ms
162.159.195.167:7156,50.00%,579 ms
188.114.97.97:943,50.00%,579 ms
188.114.99.79:942,50.00%,579 ms
162.159.192.229:7156,50.00%,580 ms
162.159.195.195:7156,50.00%,580 ms
162.159.192.181:5279,50.00%,580 ms
162.159.192.235:5279,50.00%,580 ms
162.159.195.58:5279,50.00%,580 ms
188.114.99.79:4198,50.00%,580 ms
162.159.192.55:5279,50.00%,580 ms
162.159.192.33:5279,50.00%,581 ms
162.159.195.191:5279,50.00%,581 ms
162.159.192.37:7156,50.00%,581 ms
162.159.195.254:5279,50.00%,581 ms
188.114.96.123:5279,50.00%,582 ms
188.114.96.147:7156,50.00%,582 ms
162.159.195.78:7156,50.00%,582 ms
188.114.99.83:942,50.00%,582 ms
162.159.192.71:7156,50.00%,582 ms
188.114.96.130:7156,50.00%,583 ms
162.159.192.65:7156,50.00%,583 ms
162.159.192.99:5279,50.00%,583 ms
162.159.192.30:5279,50.00%,584 ms
162.159.195.61:5279,50.00%,584 ms
188.114.99.58:4198,50.00%,584 ms
162.159.195.78:5279,50.00%,584 ms
162.159.195.130:5279,50.00%,584 ms
162.159.192.140:7156,50.00%,585 ms
162.159.192.23:7156,50.00%,585 ms
188.114.99.57:942,50.00%,585 ms
162.159.192.148:7156,50.00%,585 ms
162.159.192.125:7156,50.00%,585 ms
162.159.195.48:5279,50.00%,585 ms
162.159.192.202:7156,50.00%,585 ms
188.114.99.63:942,50.00%,585 ms
162.159.192.33:7156,50.00%,585 ms
162.159.192.5:5279,50.00%,585 ms
162.159.192.59:7156,50.00%,585 ms
188.114.96.148:5279,50.00%,586 ms
188.114.99.77:942,50.00%,586 ms
162.159.195.191:7156,50.00%,586 ms
162.159.195.61:7156,50.00%,586 ms
188.114.96.176:5279,50.00%,586 ms
162.159.192.130:5279,50.00%,586 ms
162.159.192.37:5279,50.00%,586 ms
162.159.195.188:7156,50.00%,586 ms
162.159.192.98:7156,50.00%,586 ms
162.159.192.142:5279,50.00%,586 ms
162.159.192.65:5279,50.00%,586 ms
188.114.99.77:4198,50.00%,586 ms
188.114.96.166:5279,50.00%,586 ms
162.159.195.219:7156,50.00%,587 ms
188.114.96.126:7156,50.00%,587 ms
162.159.192.11:5279,50.00%,587 ms
188.114.99.63:4198,50.00%,587 ms
162.159.192.87:7156,50.00%,587 ms
162.159.195.109:5279,50.00%,587 ms
162.159.195.167:5279,50.00%,587 ms
162.159.192.142:7156,50.00%,587 ms
188.114.99.6:942,50.00%,588 ms
162.159.192.120:7156,50.00%,588 ms
188.114.96.166:7156,50.00%,588 ms
162.159.195.182:7156,50.00%,588 ms
162.159.192.140:5279,50.00%,588 ms
162.159.192.80:7156,50.00%,588 ms
162.159.195.51:7156,50.00%,588 ms
162.159.192.160:5279,50.00%,588 ms
162.159.195.86:7156,50.00%,588 ms
188.114.96.130:5279,50.00%,588 ms
162.159.195.170:7156,50.00%,588 ms
162.159.192.130:7156,50.00%,588 ms
188.114.99.6:4198,50.00%,589 ms
188.114.99.57:4198,50.00%,589 ms
162.159.192.11:7156,50.00%,589 ms
162.159.192.99:7156,50.00%,589 ms
162.159.195.93:5279,50.00%,589 ms
162.159.192.217:7156,50.00%,589 ms
162.159.192.93:7156,50.00%,589 ms
188.114.99.58:942,50.00%,589 ms
162.159.192.120:5279,50.00%,589 ms
188.114.96.155:7156,50.00%,589 ms
162.159.192.202:5279,50.00%,589 ms
188.114.96.149:7156,50.00%,590 ms
188.114.96.181:7156,50.00%,590 ms
188.114.96.145:7156,50.00%,590 ms
162.159.195.195:5279,50.00%,590 ms
188.114.96.145:5279,50.00%,590 ms
188.114.96.156:5279,50.00%,590 ms
162.159.195.200:7156,50.00%,590 ms
188.114.96.181:5279,50.00%,591 ms
188.114.96.192:7156,50.00%,591 ms
162.159.195.212:7156,50.00%,591 ms
162.159.195.86:5279,50.00%,591 ms
188.114.96.142:5279,50.00%,591 ms
162.159.195.179:7156,50.00%,591 ms
188.114.96.192:5279,50.00%,591 ms
162.159.192.98:5279,50.00%,591 ms
188.114.96.144:7156,50.00%,591 ms
162.159.195.178:7156,50.00%,591 ms
162.159.192.87:5279,50.00%,591 ms
162.159.192.208:7156,50.00%,592 ms
188.114.99.47:942,50.00%,592 ms
162.159.195.178:5279,50.00%,592 ms
162.159.192.23:5279,50.00%,592 ms
188.114.99.35:942,50.00%,592 ms
162.159.195.203:7156,50.00%,592 ms
162.159.192.226:7156,50.00%,592 ms
162.159.195.219:5279,50.00%,592 ms
162.159.195.179:5279,50.00%,592 ms
188.114.96.148:7156,50.00%,593 ms
188.114.99.35:4198,50.00%,593 ms
